Entity ID,Annual Clients,Infraction Type,Infraction Timeline,Public Complaints,Sentiment Analysis,Inspection Results,Predicted Risk Category,High %,Low %,Moderate %,Risk Score,Phone Number,Address
E1457,85,None,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.26,+1-880-718-0198x805,"86373 Norris Fort
Ryanside, PE G8C 3T1"
E1458,109,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.33,+1-362-474-2706x3474,"1571 Kelly Crossing
Marshallmouth, PE X1S2E6"
E1459,98,None,Within past year,None,None,Pass,Moderate,0.0,0.0,1.0,2.29,815-466-9911x8330,"844 Wagner Viaduct
Kaylamouth, NT L6V9C7"
E1460,116,None,Within past 1-3 years,None,None,Pass,Moderate,0.0,0.0,1.0,2.35,001-696-733-9983x5969,"53574 Ray Stream
Davisbury, YT A4N 5L3"
E1461,49,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.12,468.976.6965x7512,"2326 Gentry Path Suite 267
Loganbury, NB S8X 7X6"
E1462,175,None,None,Minor,None,Pass,Moderate,0.0,0.0,1.0,2.52,(262)446-3810,"9553 Shirley Walks Suite 394
Port Amberborough, NL B2P 8E4"
E1463,127,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.27,(299)733-6274x99643,"9919 Elizabeth Rapids Suite 610
Robertview, SK X8E1M8"
E1464,13,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.05,(530)563-2596x5637,"3958 Brenda Fork
Lake Tammy, NS X8R7H9"
E1465,183,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.39,+1-503-481-7856,"63064 Russell Circle Suite 001
Castrostad, PE L4J6V1"
E1466,76,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.23,+1-831-777-9457x25494,"240 Brian Dale Apt. 800
New Michaelmouth, NB A1B8G7"
E1467,71,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.16,541.923.3038x52061,"6210 Holmes Village Suite 801
Rasmussenhaven, AB E7J 8C6"
E1468,149,None,Within past year,None,None,Pass,Moderate,0.0,0.0,1.0,2.45,+1-830-987-5063x2371,"18986 Alexandra Lodge
West Katie, YT M8S2S6"
E1469,22,None,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.07,670-790-3706x2987,"940 Hess Islands
East Lori, BC X5J5R6"
E1470,95,None,None,Minor,None,Pass,Moderate,0.0,0.0,1.0,2.28,+1-419-768-1817x9857,"5001 Maldonado Creek Suite 860
East Jacob, AB V1E 4T4"
E1471,114,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.25,001-510-225-2809x46773,"285 David Island Suite 791
Suttonborough, ON N1J 5V1"
E1472,163,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.35,656.282.4128,"168 Samuel Walks Suite 971
Jacobsmouth, PE J7H 4J9"
E1473,159,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.48,(708)372-3096,"5758 Rodriguez Pines
South Jenniferton, AB V2B6E1"
E1474,94,None,Within past 1-3 years,None,None,Pass,Moderate,0.0,0.0,1.0,2.28,711.605.0506x16672,"78193 Jackson Lane
Lake Aaron, NT L3J6Y2"
E1475,35,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.1,979-389-1820,"37438 Maxwell Parkway Suite 286
West Davidchester, NL R7E2L5"
E1476,149,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.45,547-850-3474,"19666 Salinas Drive Apt. 406
Lake Johnborough, NS J1P5J3"
E1477,95,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.28,(945)977-6054x795,"46527 Bass Springs
South Ashleyport, AB R9X6Y4"
E1478,161,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.34,+1-586-454-2605x347,"6789 Holloway Fork
West Sarastad, PE X5E 1V5"
E1479,165,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.35,(542)556-2995x152,"007 Dalton Mills Apt. 550
Courtneyborough, NS X2S9J1"
E1480,140,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.42,(683)493-2306x115,"8891 Benjamin Extension
Roweview, MB P9B9P7"
E1481,116,Minor,Within past year,None,None,Pass,Moderate,0.0,0.0,1.0,2.35,(539)417-8063x879,"802 Caroline Unions Suite 712
East Charles, NS B6T7J5"
E1482,72,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.22,494-894-4314,"79811 Stacy Manors
New Amyport, PE L2H 7S3"
E1483,179,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.38,001-582-872-9456x83544,"9712 David Views Apt. 096
East Corey, MB Y8R8J3"
E1484,165,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.5,001-868-537-5206,"995 Kara Loop Apt. 399
New Marissaville, MB H5X 8E7"
E1485,194,None,None,Major,None,Pass,Moderate,0.0,0.0,1.0,2.58,001-216-914-1838,"01598 Burns Spurs Suite 883
New Jordan, BC J5S3R9"
E1486,17,None,None,Minor,None,Pass,Moderate,0.0,0.0,1.0,2.05,863-562-6273,"4018 Mikayla Gardens Suite 693
East Zachary, BC X4M 6J7"
E1487,85,None,Within past 1-3 years,None,None,Pass,Moderate,0.0,0.0,1.0,2.26,705.998.1682,"1854 Anthony Courts
Obrienfort, NS B1C 5C4"
E1488,15,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.05,001-587-316-5680x69155,"102 Vaughan Oval Suite 777
Fritzborough, NU L2E 7J8"
E1489,157,None,Within past year,None,None,Pass,Moderate,0.0,0.0,1.0,2.47,+1-670-844-9316x053,"1035 Wilson Freeway Apt. 060
Evansport, AB G7H3N5"
E1490,75,None,None,Minor,Flagged,Pass,Moderate,0.0,0.0,1.0,2.22,790-306-3504,"921 Christopher Mission Apt. 729
Travisside, NU L9P 8J6"
E1491,70,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.16,343.446.6357x13621,"9450 Eric Terrace Apt. 921
South Theodore, BC N8B 6X4"
E1492,66,None,None,Major,None,Pass,Moderate,0.0,0.0,1.0,2.2,+1-288-815-2027x757,"035 Matthew Glens Suite 484
Gabrielleview, SK N6J8J2"
E1493,183,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.55,919.240.8875x5053,"0387 Gregory Plains Apt. 127
West Anthony, MB E2J 7J8"
E1494,86,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.19,662.944.9052x11937,"533 Campbell Trace Apt. 848
Port Raymondberg, AB C5N2N5"
E1495,182,None,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.55,001-503-645-6973x7285,"73952 Jacqueline Oval Suite 381
New Michelle, SK Y3T 3B5"
E1496,200,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.6,931-452-4556,"279 Anthony Plain Apt. 010
Lake Patrick, MB K4R 1Y5"
E1497,60,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.14,(303)791-3541x35236,"84677 Jackson Plain
Lake Tonyborough, NB B6P9A6"
E1498,130,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.39,+1-929-477-0037x19013,"24394 Austin Keys Apt. 592
South Robertchester, AB K5S1A6"
E1499,76,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.17,468-269-6723x4664,"6255 Lambert Spring
North Anna, PE R2R 8C4"
E1500,200,None,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.6,424.519.7306x899,"617 Heather Well
Nathanburgh, NT A7E6L9"
E1501,78,None,None,Minor,Flagged,None,Moderate,0.0,0.0,1.0,2.23,001-922-739-1958x415,"0235 Schultz Village
Benjaminton, PE Y7Y8T9"
E1502,111,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.33,001-953-508-5583x227,"146 Miranda Shore Suite 375
Guzmanstad, PE J2E 7T7"
E1503,152,None,Within past 1-3 years,None,None,Pass,Moderate,0.0,0.0,1.0,2.46,(943)343-0503x774,"496 Fleming Loaf Apt. 526
New Nicholeville, YT R6G 6N3"
E1504,157,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.33,665.248.9380x0194,"924 Henry Tunnel Apt. 468
Meyershire, SK X1E9C9"
E1505,187,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.56,001-290-844-1601x3721,"631 Lori Crest Suite 302
Samuelmouth, NB E3Y 2M4"
E1506,186,None,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.56,408.910.8337,"0619 Nelson Court Suite 089
Port Michael, AB P4H9A5"
E1507,141,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.3,728-400-5056,"82798 Perez Locks Apt. 736
New Brandi, YT E4N 5S9"
E1508,88,None,Within past year,None,None,Fail,Moderate,0.0,0.0,1.0,2.26,001-300-415-3856x24036,"85334 Phillips Crescent
East Leeside, BC B6B 6L4"
E1509,183,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.55,001-304-368-8757x3277,"0802 Johnson Roads Suite 913
Leonardland, NB L2C 9H9"
E1510,131,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.28,993.906.0369x2910,"301 Sanchez Prairie
Scottshire, YT S7P4R3"
E1511,44,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.11,+1-751-548-8720x297,"38508 Scott Fork Suite 177
Port Matthew, PE Y2E4V6"
E1512,126,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.38,(802)826-2683,"2451 Allen Manor Apt. 680
Rittermouth, ON N7M4X7"
E1513,107,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.23,8838887767,"52230 Caldwell Lakes
Jonathonville, ON C9P8L6"
E1514,179,None,None,Minor,None,Pass,Moderate,0.0,0.0,1.0,2.54,943.802.0808,"32166 Levy Corner
Karinamouth, QC H9C4T7"
E1515,162,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.49,(999)770-8772,"29317 Bentley Corners
Port Keith, QC X3G 9A9"
E1516,192,None,Within past year,None,None,Pass,Moderate,0.0,0.0,1.0,2.58,(445)578-7442x8317,"14267 Greene Mews Apt. 481
Port Stacyfort, NB J6V 9B4"
E1517,88,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.2,3119675223,"41036 Davis Way
Zoefurt, SK S7X 7C5"
E1518,121,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.26,6376278045,"0053 Santiago Island Suite 679
South Julie, YT M5E3T1"
E1519,126,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.27,685.492.7946x1019,"9939 Dominguez Flats
Boydside, QC A9Y8A6"
E1520,174,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.52,001-441-760-8597x52901,"50988 Evans Villages
North Melanie, NL P9A8G2"
E1521,81,None,None,Minor,None,Fail,Moderate,0.0,0.0,1.0,2.24,(780)296-9873x2659,"2257 Gomez Plaza
Morrisonville, QC J5S9J4"
E1522,199,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.42,(844)621-7366x8242,"609 Kevin Green Apt. 096
New Scottshire, YT S4B 6P9"
E1523,75,None,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.22,247-334-6960x13389,"2804 Knight Camp
Coryview, NS P8A 2L1"
E1524,188,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.4,001-259-717-2132,"836 Thompson Rapids Suite 416
East Robert, YT E7C6R6"
E1525,168,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.5,450.449.7064x7707,"408 Perez Village
East Davidport, MB K7A 4G6"
E1526,118,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.26,973.374.2571x684,"3241 Morales Forest
Michaelmouth, NU V3N 1C8"
E1527,183,None,None,Minor,None,Pass,Moderate,0.0,0.0,1.0,2.55,001-379-803-5708x9591,"259 Ellis Loaf Suite 778
Beanchester, YT V4S 2P9"
E1528,12,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.04,+1-803-389-2657x2701,"81726 Robert Brooks
East Richard, NT E4Y 9H6"
E1529,186,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.56,+1-377-940-6908,"49638 Bailey Freeway Apt. 940
Robertsburgh, ON L1G6G3"
E1530,73,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.17,540-999-0657,"7298 Miller Spur Suite 441
New Christinafurt, YT H6C 2L9"
E1531,166,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.5,347.385.5805,"64030 Wallace Plaza
New Brandi, AB K2L 5X9"
E1532,132,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.28,6759836956,"57617 Moore Haven
Carlosview, NL L3H3M3"
E1533,20,None,None,None,Flagged,None,Moderate,0.0,0.0,1.0,2.06,(291)311-0639x149,"30097 Arellano Viaduct
West Jennifer, NB N1H 6L6"
E1534,91,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.2,+1-405-939-0294x860,"4635 Eugene Junction
Williamfurt, NT H8L4E8"
E1535,24,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.07,792.211.1623x592,"0448 Lopez Turnpike Suite 983
East Josephland, MB G7M3L5"
E1536,71,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.16,648.544.6090,"97031 Diana Corner
Millerfurt, MB E3Y7T1"
E1537,149,Major,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.45,471.736.5588,"706 Michael River Suite 480
New Donnamouth, NT A5X 5X2"
E1538,184,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.39,(510)912-7834x5894,"9360 Scott Expressway
North Eric, PE R6G 6T5"
E1539,68,Minor,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.2,(610)772-5765x3779,"632 Escobar Islands
Port Jim, ON E4H 7L2"
E1540,147,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.44,(283)438-4554,"13024 Martinez Garden
West Lisaside, YT P9C9S6"
E1541,41,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.1,769.331.1922x6354,"259 Pamela Mill Suite 695
Dodsonbury, NT N2T7M4"
E1542,136,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.41,001-368-979-7959,"45778 Weber Crossroad Apt. 723
North Thomasmouth, YT Y2E4K2"
E1543,100,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.22,204-625-4717,"6428 Logan Run Suite 637
North Katherine, MB T9P 6G7"
E1544,31,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.08,+1-447-403-1657,"4409 Michael Shoal
Mullinsbury, QC S8N 8P3"
E1545,95,Major,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.28,457.626.5633x4553,"978 Vanessa Prairie Apt. 627
North Bridgetton, NL G9N8Y5"
E1546,66,None,None,None,Flagged,Fail,Moderate,0.0,0.0,1.0,2.2,001-893-834-8004x16498,"1867 Moss Islands
Lake Edwardville, NT N9P 5M5"
E1547,70,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.16,488-430-6130,"7403 Jacqueline Route
South Christineton, NU B5V 2S5"
E1548,92,Minor,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.28,261-541-9209,"362 Julie Field
Robertberg, BC H8B9T3"
E1549,96,None,Within past year,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.29,269-470-3708x02270,"196 Wilson Park Suite 546
Victorberg, BC M5M 9N3"
E1550,186,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.39,+1-405-505-5430x544,"144 Smith Inlet Suite 568
Port Timothyside, NL X4P8T2"
E1551,79,None,None,None,Flagged,None,Moderate,0.0,0.0,1.0,2.24,8999810049,"013 Nathan Knoll
Colemanside, QC B1M4M3"
E1552,115,None,Within past 1-3 years,None,None,Fail,Moderate,0.0,0.0,1.0,2.35,768-422-2411x346,"859 Sarah Mills
Lake Davidborough, NT T7V 7K9"
E1553,34,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.1,560-698-0765,"9812 Higgins Flats Suite 819
East Johnfort, MB M6C1K1"
E1554,101,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.22,(339)800-3471x153,"145 Wagner Plains
West Monicastad, YT R8B 2E4"
E1555,35,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.09,(521)410-2898x1268,"775 Casey Tunnel
East Jenna, SK E3J 8G6"
E1556,68,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.2,345-456-2862x942,"439 Jenkins Brooks
Port Laurenton, NS B5C 3M8"
E1557,17,None,None,Major,None,Pass,Moderate,0.0,0.0,1.0,2.05,329.747.2026,"656 Jennifer Rapids Suite 202
North Jeffreyside, BC K6J 9E4"
E1558,92,None,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.28,(362)666-7866,"2277 Lori Crescent
Carmenhaven, NB G9X4K3"
E1559,38,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.1,690-871-3284x5943,"175 Tucker Pike Suite 300
Stephenhaven, NU N9K 4K5"
E1560,145,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.44,001-970-851-3257,"89518 Roberts Crossroad Suite 051
New Thomasport, SK C7H 1V3"
E1561,186,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.39,625-750-2005x849,"23188 Torres Walks
New Jennifer, SK T2A 3A7"
E1562,157,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.33,001-741-460-3847x8485,"214 Greer Loop
East Craigview, NB B9Y5M7"
E1563,80,Major,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.24,(974)626-8024,"7520 Victoria Inlet
Lindaport, YT P7N1X1"
E1564,196,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.41,(651)905-6167x7837,"16771 Bowman Plains Suite 717
Connieview, BC G3H6E2"
E1565,146,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.31,428.895.3157,"721 Ray Lights Suite 151
North Andreaville, MB Y9E 9M7"
E1566,60,None,None,Minor,None,Pass,Moderate,0.0,0.0,1.0,2.18,787-274-7020,"235 Charles Trail
Port Kevin, NS A4K 8G7"
E1567,16,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.05,656.595.5417,"97582 Theresa Dam Suite 655
Hensleyborough, YT R1H 4R6"
E1568,64,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.15,412.761.5345,"86723 Lewis Lake
Shahchester, AB P2Y 4J8"
E1569,125,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.27,9593964822,"6866 Laura Key
East Timothy, NB S6H2N1"
E1570,141,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.42,835.475.4574x783,"103 Rodriguez Pines Suite 909
South Heidiburgh, YT R2M 1T1"
E1571,56,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.13,001-600-610-8559,"37046 Aaron Ways Suite 810
Lake Judy, NU V2K1M9"
E1572,169,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.51,653.233.8315,"850 Reese Rapids Apt. 531
East Rebecca, AB G7T1X6"
E1573,91,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.2,+1-635-229-1842,"37270 Jones Falls Suite 568
Poncetown, NB T4T 2X8"
E1574,181,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.38,677-948-0082x579,"62204 Martinez Parkways
Martinezburgh, SK X7M 7B1"
E1575,123,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.27,516-615-7157,"8794 Justin Brooks
Lake John, NT K9J 5K4"
E1576,171,None,None,Minor,Flagged,Pass,Moderate,0.0,0.0,1.0,2.51,(473)706-6347,"2180 Higgins Expressway Suite 446
New Sethside, PE N7K6V4"
E1577,39,None,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.12,001-290-872-8290x24357,"622 Garcia Passage Apt. 175
New Valerieborough, AB T2T6L1"
E1578,142,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.3,451-367-8740,"836 Perez Glens Suite 837
Myerschester, NB S4A 2H1"
E1579,49,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.12,+1-350-769-0011x3246,"02973 Harvey Well Apt. 847
New Kristihaven, NB K7M 7L5"
E1580,72,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.16,(399)212-2556,"22213 Rhonda Lake
Williamsland, NB J7H 7M9"
E1581,43,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.11,7072750997,"1724 Kramer Forge
Stephensville, AB J6N 8G2"
E1582,139,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.3,9796229309,"59054 Gillespie Burg Apt. 606
Alexisfort, PE R1X 9A7"
E1583,39,None,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.12,230-216-3603x3578,"74397 Christopher Groves Apt. 120
North Edwin, QC M5G 8T5"
E1584,171,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.36,757.864.7966x171,"51944 Spence Skyway
Port Markfort, NL X1J 2S3"
E1585,124,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.27,(800)866-2530,"1639 Joseph Mill Apt. 451
Martinezberg, NS N6G4C2"
E1586,167,None,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.5,(927)645-1042,"17053 Morales Plains
Annechester, YT H3B 2J2"
E1587,193,None,Within past year,None,None,Pass,Moderate,0.0,0.0,1.0,2.58,(583)956-5954x793,"455 Keith Road Suite 396
North Christinaton, ON M5Y7P2"
E1588,107,None,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.32,9093697845,"3517 Vincent Flat
Laneland, NL K3C 7C1"
E1589,103,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.31,353.418.8539,"283 Tricia Cape
Kevinburgh, BC M1M8H1"
E1590,44,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.11,2986821838,"184 Wells Route
Lake Wanda, MB E8N9P9"
E1591,87,None,None,None,Flagged,None,Moderate,0.0,0.0,1.0,2.26,697-404-9007x96221,"73071 Becky Village Suite 214
West George, NU E3K 1L8"
E1592,108,None,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.32,261.364.8371x169,"403 Amanda Crossing Apt. 279
Marcusport, SK B6L 3H5"
E1593,128,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.28,806.693.1453x93693,"4494 Colon Skyway
Rasmussenville, MB E5C 4B8"
E1594,186,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.39,3569506122,"868 Joseph Club
Davidsonton, AB A3V2K8"
E1595,116,None,None,Minor,None,Pass,Moderate,0.0,0.0,1.0,2.35,628-731-5681x6744,"55343 Patrick Pass Apt. 909
South Elizabethberg, QC K4S4R5"
E1596,75,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.22,001-497-978-2622x1676,"322 Denise Mission
Rodriguezmouth, NL G5C 7L4"
E1597,172,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.36,783-400-7625,"574 Luke Freeway
Davidborough, QC L5R 2A9"
E1598,172,None,None,None,Flagged,Fail,Moderate,0.0,0.0,1.0,2.52,+1-699-926-0298x9411,"8934 Christian Neck
Lisaside, BC S3P 5S7"
E1599,106,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.23,(759)817-1340x93977,"0109 James Wells Apt. 700
New James, ON R1G1K9"
E1600,38,None,Within past year,None,None,Pass,Moderate,0.0,0.0,1.0,2.11,259-804-8883x91459,"22117 Bond Pass
East Matthewport, SK K9Y 2H6"
E1601,109,None,None,None,Flagged,Fail,Moderate,0.0,0.0,1.0,2.33,001-738-622-3750x15778,"44312 Carrillo Hollow
New Joshuafurt, QC Y3C 6C4"
E1602,170,None,Within past 1-3 years,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.51,+1-988-747-1126x87241,"095 Spears Manor
Cynthiahaven, AB R9M 5M1"
E1603,35,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.09,(353)742-9866x463,"1005 Jessica Forest
Hickmanfort, MB P4R9T2"
E1604,29,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.09,559-703-3311x240,"3396 Bailey Station Apt. 694
Morganville, NB E3Y 1C2"
E1605,152,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.32,357.204.3911,"4460 Ruth Walk
South Lisaton, YT P8E5N4"
E1606,39,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.1,479.203.4439x9388,"9795 Blair Burg Apt. 114
Jonathanberg, SK V5K 3R1"
E1607,93,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.21,+1-391-568-9741x434,"29850 Justin Springs
Lake Nicholas, SK G5G2L1"
E1608,87,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.26,(237)283-7114,"1903 Levi Station Suite 290
Lake Jamieborough, NL T9M7B2"
E1609,25,Major,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.08,001-255-354-0948,"645 Ortiz Drive Apt. 039
New Veronicaport, NT Y4P 1C3"
E1610,86,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.19,+1-422-999-9566x7393,"171 Vazquez Heights Apt. 877
Fordshire, AB T3E3P3"
E1611,143,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.31,233.474.6326x98218,"158 Butler Highway
Michaelshire, NL Y4C6H8"
E1612,166,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.35,673-285-4419,"7920 Francis View
Christopherland, BC J3H 2A3"
E1613,32,None,Within past year,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.1,213.287.6483,"12761 Erin Vista Suite 919
Emilychester, YT M5E 2N4"
E1614,115,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.25,422-749-5720x1104,"8289 Berry Station
Maddenhaven, AB B6V 7L2"
E1615,93,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.21,845-292-0422x1590,"45806 Samantha Loop
Campbellberg, NU T7G 5C7"
E1616,98,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.22,3294697250,"0306 Patrick Road Suite 002
Armstrongstad, NL T1A 1G9"
E1617,120,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.26,(263)942-3037,"76107 Michael Glens Apt. 334
East Shelby, SK H4X9T4"
E1618,183,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.39,+1-834-750-4915x00305,"5699 Samuel Streets Suite 479
South Ariana, SK T8K 7J7"
E1619,136,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.29,+1-447-601-4364,"803 Huerta Island Suite 943
Jameschester, PE B9B 9N2"
